"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0673076923076923,0.0673076923076923,0.0769230769230769,0.413461538461538,0.0480769230769231,0.0480769230769231,0.0480769230769231,0.0673076923076923,0.0865384615384615,0.0769230769230769
"2",0.0625,0.0520833333333333,0.0729166666666667,0.4375,0.0520833333333333,0.0520833333333333,0.0520833333333333,0.0520833333333333,0.0729166666666667,0.09375
"3",0.0853658536585366,0.0609756097560976,0.0609756097560976,0.402439024390244,0.0731707317073171,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0609756097560976,0.0731707317073171
"4",0.126984126984127,0.0952380952380952,0.0793650793650794,0.19047619047619,0.0952380952380952,0.0793650793650794,0.0793650793650794,0.0793650793650794,0.0952380952380952,0.0793650793650794
"5",0.133333333333333,0.0833333333333333,0.1,0.116666666666667,0.1,0.0833333333333333,0.0833333333333333,0.1,0.0833333333333333,0.116666666666667
"6",0.106060606060606,0.0909090909090909,0.0757575757575758,0.166666666666667,0.0909090909090909,0.0909090909090909,0.0757575757575758,0.0909090909090909,0.0909090909090909,0.121212121212121
"7",0.0851063829787234,0.0957446808510638,0.0531914893617021,0.372340425531915,0.0531914893617021,0.0531914893617021,0.0638297872340425,0.0531914893617021,0.0851063829787234,0.0851063829787234
"8",0.0851063829787234,0.117021276595745,0.0638297872340425,0.340425531914894,0.0531914893617021,0.0638297872340425,0.0531914893617021,0.0531914893617021,0.074468085106383,0.0957446808510638
"9",0.0786516853932584,0.101123595505618,0.0561797752808989,0.359550561797753,0.0674157303370786,0.0674157303370786,0.0674157303370786,0.0674157303370786,0.0786516853932584,0.0561797752808989
"10",0.0952380952380952,0.0793650793650794,0.0952380952380952,0.142857142857143,0.0793650793650794,0.126984126984127,0.0793650793650794,0.111111111111111,0.111111111111111,0.0793650793650794
"11",0.114285714285714,0.0714285714285714,0.114285714285714,0.171428571428571,0.0857142857142857,0.0857142857142857,0.0714285714285714,0.1,0.1,0.0857142857142857
"12",0.115942028985507,0.072463768115942,0.130434782608696,0.115942028985507,0.072463768115942,0.0869565217391304,0.0869565217391304,0.130434782608696,0.115942028985507,0.072463768115942
"13",0.107692307692308,0.0769230769230769,0.123076923076923,0.123076923076923,0.0923076923076923,0.0923076923076923,0.0923076923076923,0.107692307692308,0.0769230769230769,0.107692307692308
"14",0.0909090909090909,0.0909090909090909,0.136363636363636,0.106060606060606,0.106060606060606,0.0909090909090909,0.0757575757575758,0.136363636363636,0.0757575757575758,0.0909090909090909
"15",0.0789473684210526,0.0657894736842105,0.105263157894737,0.171052631578947,0.118421052631579,0.0921052631578947,0.105263157894737,0.0921052631578947,0.0921052631578947,0.0789473684210526
