"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0865384615384615,0.0480769230769231,0.0576923076923077,0.403846153846154,0.0576923076923077,0.0673076923076923,0.0576923076923077,0.0865384615384615,0.0673076923076923,0.0673076923076923
"2",0.0625,0.0625,0.0625,0.427083333333333,0.0625,0.0729166666666667,0.0729166666666667,0.0520833333333333,0.0625,0.0625
"3",0.0731707317073171,0.0731707317073171,0.0609756097560976,0.390243902439024,0.0731707317073171,0.0731707317073171,0.0731707317073171,0.0609756097560976,0.0609756097560976,0.0609756097560976
"4",0.0952380952380952,0.111111111111111,0.0793650793650794,0.126984126984127,0.142857142857143,0.0793650793650794,0.0793650793650794,0.111111111111111,0.0793650793650794,0.0952380952380952
"5",0.1,0.0833333333333333,0.0833333333333333,0.1,0.166666666666667,0.0833333333333333,0.0833333333333333,0.116666666666667,0.0833333333333333,0.1
"6",0.106060606060606,0.0757575757575758,0.0757575757575758,0.106060606060606,0.151515151515152,0.0909090909090909,0.0757575757575758,0.136363636363636,0.0757575757575758,0.106060606060606
"7",0.0638297872340425,0.0957446808510638,0.074468085106383,0.074468085106383,0.074468085106383,0.0531914893617021,0.106382978723404,0.117021276595745,0.0638297872340425,0.276595744680851
"8",0.074468085106383,0.0851063829787234,0.074468085106383,0.117021276595745,0.0531914893617021,0.0638297872340425,0.106382978723404,0.106382978723404,0.0531914893617021,0.265957446808511
"9",0.0561797752808989,0.0898876404494382,0.0786516853932584,0.0898876404494382,0.0786516853932584,0.0786516853932584,0.101123595505618,0.0786516853932584,0.0561797752808989,0.292134831460674
"10",0.0952380952380952,0.111111111111111,0.0952380952380952,0.0793650793650794,0.0952380952380952,0.0793650793650794,0.126984126984127,0.142857142857143,0.0793650793650794,0.0952380952380952
"11",0.0857142857142857,0.0857142857142857,0.114285714285714,0.142857142857143,0.0857142857142857,0.0714285714285714,0.0857142857142857,0.142857142857143,0.0857142857142857,0.1
"12",0.0869565217391304,0.115942028985507,0.115942028985507,0.144927536231884,0.0869565217391304,0.072463768115942,0.115942028985507,0.072463768115942,0.0869565217391304,0.101449275362319
"13",0.0923076923076923,0.0769230769230769,0.0923076923076923,0.169230769230769,0.0923076923076923,0.0923076923076923,0.0923076923076923,0.0923076923076923,0.0769230769230769,0.123076923076923
"14",0.0909090909090909,0.106060606060606,0.0909090909090909,0.151515151515152,0.0757575757575758,0.136363636363636,0.0757575757575758,0.0909090909090909,0.0909090909090909,0.0909090909090909
"15",0.0789473684210526,0.0921052631578947,0.0789473684210526,0.223684210526316,0.0921052631578947,0.131578947368421,0.0789473684210526,0.0657894736842105,0.0657894736842105,0.0921052631578947
"16",0.0657894736842105,0.105263157894737,0.0921052631578947,0.171052631578947,0.131578947368421,0.105263157894737,0.0921052631578947,0.0921052631578947,0.0657894736842105,0.0789473684210526
"17",0.0869565217391304,0.144927536231884,0.101449275362319,0.144927536231884,0.0869565217391304,0.072463768115942,0.0869565217391304,0.072463768115942,0.115942028985507,0.0869565217391304
"18",0.0793650793650794,0.19047619047619,0.0793650793650794,0.0793650793650794,0.0952380952380952,0.111111111111111,0.0793650793650794,0.111111111111111,0.0793650793650794,0.0952380952380952
"19",0.0735294117647059,0.264705882352941,0.0735294117647059,0.0735294117647059,0.0735294117647059,0.0882352941176471,0.0735294117647059,0.0882352941176471,0.0735294117647059,0.117647058823529
"20",0.0769230769230769,0.294871794871795,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0641025641025641,0.0641025641025641,0.0897435897435897,0.0641025641025641,0.115384615384615
"21",0.0674157303370786,0.348314606741573,0.0786516853932584,0.0786516853932584,0.0561797752808989,0.0674157303370786,0.0786516853932584,0.0561797752808989,0.0674157303370786,0.101123595505618
"22",0.074468085106383,0.287234042553192,0.0851063829787234,0.0957446808510638,0.0638297872340425,0.0638297872340425,0.0638297872340425,0.117021276595745,0.0531914893617021,0.0957446808510638
"23",0.0879120879120879,0.340659340659341,0.0769230769230769,0.0659340659340659,0.0659340659340659,0.0989010989010989,0.0549450549450549,0.0879120879120879,0.0659340659340659,0.0549450549450549
"24",0.0823529411764706,0.282352941176471,0.0588235294117647,0.0823529411764706,0.0705882352941176,0.0941176470588235,0.0705882352941176,0.105882352941176,0.0823529411764706,0.0705882352941176
"25",0.0813953488372093,0.313953488372093,0.0697674418604651,0.0697674418604651,0.0581395348837209,0.0813953488372093,0.0813953488372093,0.104651162790698,0.0581395348837209,0.0813953488372093
"26",0.0740740740740741,0.271604938271605,0.0864197530864197,0.0617283950617284,0.0740740740740741,0.0617283950617284,0.0987654320987654,0.0864197530864197,0.0740740740740741,0.111111111111111
"27",0.0704225352112676,0.197183098591549,0.0985915492957746,0.0985915492957746,0.0985915492957746,0.0704225352112676,0.0845070422535211,0.112676056338028,0.0845070422535211,0.0845070422535211
"28",0.0793650793650794,0.142857142857143,0.0793650793650794,0.126984126984127,0.111111111111111,0.0793650793650794,0.0793650793650794,0.0952380952380952,0.111111111111111,0.0952380952380952
"29",0.0967741935483871,0.112903225806452,0.0967741935483871,0.129032258064516,0.0806451612903226,0.0806451612903226,0.0806451612903226,0.112903225806452,0.0806451612903226,0.129032258064516
"30",0.106060606060606,0.121212121212121,0.0909090909090909,0.121212121212121,0.0757575757575758,0.0909090909090909,0.0757575757575758,0.121212121212121,0.0909090909090909,0.106060606060606
